timestamp,device_id,ax,ay,az,motion_magnitude,rssi,ip,data_type,sensorSource,total_acceleration,ax_abs,ay_abs,az_abs,hour,minute,second
2026-04-13 06:18:08.937000+00:00,ID_001,1.18,15.89,0.39,15.938525653271698,-70,::ffff:192.168.1.6,artificial,accelerometer,15.938525653271698,1.18,15.89,0.39,6,18,8
2026-04-13 06:18:10.972000+00:00,ID_001,1.88,7.85,2.67,8.502105621550463,-70,::ffff:192.168.1.6,artificial,accelerometer,8.502105621550463,1.88,7.85,2.67,6,18,10
2026-04-13 06:18:13.036000+00:00,ID_001,-0.63,13.06,1.96,13.221274522526185,-71,::ffff:192.168.1.6,artificial,accelerometer,13.221274522526185,0.63,13.06,1.96,6,18,13
2026-04-13 06:18:15.111000+00:00,ID_001,2.43,12.12,2.51,12.613461063482932,-69,::ffff:192.168.1.6,artificial,accelerometer,12.613461063482932,2.43,12.12,2.51,6,18,15
2026-04-13 06:18:17.176000+00:00,ID_001,2.43,9.14,3.02,9.92798569700823,-68,::ffff:192.168.1.6,artificial,accelerometer,9.92798569700823,2.43,9.14,3.02,6,18,17
2026-04-13 06:18:19.340000+00:00,ID_001,2.39,9.81,2.16,10.325395876187994,-70,::ffff:192.168.1.6,artificial,accelerometer,10.325395876187994,2.39,9.81,2.16,6,18,19
2026-04-13 06:18:21.225000+00:00,ID_001,2.08,9.26,2.59,9.837789385832572,-71,::ffff:192.168.1.6,artificial,accelerometer,9.837789385832572,2.08,9.26,2.59,6,18,21
2026-04-13 06:18:23.272000+00:00,ID_001,2.35,8.51,1.8,9.010138733671086,-73,::ffff:192.168.1.6,artificial,accelerometer,9.010138733671086,2.35,8.51,1.8,6,18,23
2026-04-13 06:18:25.594000+00:00,ID_001,3.1,6.12,3.37,7.64338275896216,-67,::ffff:192.168.1.6,artificial,accelerometer,7.64338275896216,3.1,6.12,3.37,6,18,25
2026-04-13 06:18:27.630000+00:00,ID_001,2.43,8.28,4.28,9.63232578352705,-68,::ffff:192.168.1.6,artificial,accelerometer,9.63232578352705,2.43,8.28,4.28,6,18,27
